time;model_id;model_name;port_name;data
0;435;968792;;2490875, 0, 0, 0, 0.00
0;436;978227;;2515871, 0, 0, 0, 0.00
0;437;971406;;2497864, 0, 0, 0, 0.00
0;438;973285;;2502860, 0, 0, 0, 0.00
0;439;968415;;2489872, 0, 0, 0, 0.00
0;440;969147;;2491856, 0, 0, 0, 0.00
0;441;972906;;2501858, 0, 0, 0, 0.00
0;442;970661;;2495871, 0, 0, 0, 0.00
0;443;973670;;2503867, 0, 0, 0, 0.00
0;444;971790;;2498872, 0, 0, 0, 0.00
0;445;975196;;2507879, 0, 0, 0, 0.00
0;446;969541;;2492876, 0, 0, 0, 0.00
0;447;969520;;2492855, 0, 0, 0, 0.00
0;448;972151;;2499857, 0, 0, 0, 0.00
0;449;972170;;2499876, 0, 0, 0, 0.00
0;450;978242;;2515886, 0, 0, 0, 0.00
0;451;977476;;2513882, 0, 0, 0, 0.00
0;452;972530;;2500859, 0, 0, 0, 0.00
0;453;976714;;2511880, 0, 0, 0, 0.00
0;454;969154;;2491863, 0, 0, 0, 0.00
0;455;974415;;2505856, 0, 0, 0, 0.00
0;456;975574;;2508878, 0, 0, 0, 0.00
0;457;969157;;2491866, 0, 0, 0, 0.00
0;458;968037;;2488868, 0, 0, 0, 0.00
0;459;970646;;2495856, 0, 0, 0, 0.00
0;460;970277;;2494862, 0, 0, 0, 0.00
0;461;972168;;2499874, 0, 0, 0, 0.00
0;462;978226;;2515870, 0, 0, 0, 0.00
0;463;973684;;2503881, 0, 0, 0, 0.00
0;464;968408;;2489865, 0, 0, 0, 0.00
0;465;971024;;2496858, 0, 0, 0, 0.00
0;466;974428;;2505869, 0, 0, 0, 0.00
0;467;970292;;2494877, 0, 0, 0, 0.00
0;468;975193;;2507876, 0, 0, 0, 0.00
0;469;969162;;2491871, 0, 0, 0, 0.00
0;470;969152;;2491861, 0, 0, 0, 0.00
0;471;969529;;2492864, 0, 0, 0, 0.00
0;472;969915;;2493875, 0, 0, 0, 0.00
0;473;979765;;2519883, 0, 0, 0, 0.00
0;474;968404;;2489861, 0, 0, 0, 0.00
0;475;969522;;2492857, 0, 0, 0, 0.00
0;476;974045;;2504864, 0, 0, 0, 0.00
0;477;969523;;2492858, 0, 0, 0, 0.00
0;478;968791;;2490874, 0, 0, 0, 0.00
0;479;969917;;2493877, 0, 0, 0, 0.00
0;480;969524;;2492859, 0, 0, 0, 0.00
0;481;976336;;2510882, 0, 0, 0, 0.00
0;482;969527;;2492862, 0, 0, 0, 0.00
0;483;970268;;2494853, 0, 0, 0, 0.00
0;484;970653;;2495863, 0, 0, 0, 0.00
0;485;968789;;2490872, 0, 0, 0, 0.00
0;486;974798;;2506861, 0, 0, 0, 0.00
0;487;975202;;2507885, 0, 0, 0, 0.00
0;488;971027;;2496861, 0, 0, 0, 0.00
0;489;969156;;2491865, 0, 0, 0, 0.00
0;490;968412;;2489869, 0, 0, 0, 0.00
0;491;975932;;2509857, 0, 0, 0, 0.00
0;492;971028;;2496862, 0, 0, 0, 0.00
0;493;972907;;2501859, 0, 0, 0, 0.00
0;494;974420;;2505861, 0, 0, 0, 0.00
0;495;975947;;2509872, 0, 0, 0, 0.00
0;496;969528;;2492863, 0, 0, 0, 0.00
0;497;970649;;2495859, 0, 0, 0, 0.00
0;498;975581;;2508885, 0, 0, 0, 0.00
0;499;969525;;2492860, 0, 0, 0, 0.00
0;500;972909;;2501861, 0, 0, 0, 0.00
0;501;975937;;2509862, 0, 0, 0, 0.00
0;502;969531;;2492866, 0, 0, 0, 0.00
0;503;979000;;2517882, 0, 0, 0, 0.00
0;504;977467;;2513873, 0, 0, 0, 0.00
0;505;974062;;2504881, 0, 0, 0, 0.00
0;506;969532;;2492867, 0, 0, 0, 0.00
0;507;978607;;2516870, 0, 0, 0, 0.00
0;508;977838;;2514863, 0, 0, 0, 0.00
0;509;977099;;2512885, 0, 0, 0, 0.00
0;510;976337;;2510883, 0, 0, 0, 0.00
0;511;974432;;2505873, 0, 0, 0, 0.00
0;512;971034;;2496868, 0, 0, 0, 0.00
0;513;971033;;2496867, 0, 0, 0, 0.00
0;514;969533;;2492868, 0, 0, 0, 0.00
0;515;971411;;2497869, 0, 0, 0, 0.00
0;516;969535;;2492870, 0, 0, 0, 0.00
0;517;972543;;2500872, 0, 0, 0, 0.00
0;518;971025;;2496859, 0, 0, 0, 0.00
0;519;971792;;2498874, 0, 0, 0, 0.00
0;520;975935;;2509860, 0, 0, 0, 0.00
0;521;969153;;2491862, 0, 0, 0, 0.00
0;522;969538;;2492873, 0, 0, 0, 0.00
0;523;972542;;2500871, 0, 0, 0, 0.00
0;524;969894;;2493854, 0, 0, 0, 0.00
0;525;974053;;2504872, 0, 0, 0, 0.00
0;526;975183;;2507866, 0, 0, 0, 0.00
0;527;971781;;2498863, 0, 0, 0, 0.00
0;528;969896;;2493856, 0, 0, 0, 0.00
0;529;979383;;2518883, 0, 0, 0, 0.00
0;530;974796;;2506859, 0, 0, 0, 0.00
0;531;974051;;2504870, 0, 0, 0, 0.00
0;532;969893;;2493853, 0, 0, 0, 0.00
0;533;975949;;2509874, 0, 0, 0, 0.00
0;534;969901;;2493861, 0, 0, 0, 0.00
0;535;969903;;2493863, 0, 0, 0, 0.00
